1.018143001127810408e+02,4.312251028758758986e-01
2.389985486701227444e+02,8.927980434953785016e-01
2.247106337807046259e+02,8.591401618766213444e-01
1.021078170429794199e+02,4.183539070810398108e-01
1.718218265028957319e+02,1.422782581448069072e-01
1.781603539635512732e+02,7.446191214672406300e-01
1.938964441626748680e+02,7.844269120850333454e-01
1.147911517066809637e+02,3.229362698536424325e-01
1.292169775939768499e+02,2.667763147227527054e-01
1.178700260484596924e+02,5.609461800859072422e-01
1.286221799054982000e+02,2.688276830943495677e-01
2.331801561137272927e+02,8.791511657956411208e-01
1.905964077300828592e+02,7.761943959799798565e-01
2.176687796897406315e+02,8.423542451204139025e-01
1.777261530526897104e+02,1.269054006662750922e-01
1.850963552824378553e+02,1.080597568577887913e-01
1.639817283619049988e+02,1.631464763390425010e-01
1.292434158101424373e+02,6.037187482338051137e-01
1.635301003161177960e+02,7.060376357415433235e-01
1.022668425587939396e+02,4.559243307261975353e-01
1.567155127637936118e+02,6.873503666614519947e-01
2.240010420727209919e+02,8.574550886693887986e-01
2.344486568726463247e+02,8.821330041527781773e-01
1.751355333852204410e+02,7.367864972761292153e-01
1.019124665452841043e+02,4.249367238991560436e-01
1.827962995684503085e+02,7.565006183452370747e-01
1.029774255121884607e+02,4.023002043858622256e-01
1.899894342293951581e+02,7.746740993904104311e-01
1.708630779877374266e+02,7.256036654701231159e-01
1.432631869243631684e+02,6.485259008605323006e-01
1.351448646876569057e+02,2.470925854724824733e-01
1.403410327007279932e+02,6.396421517838036808e-01
1.042376037242339208e+02,4.826567306223442655e-01
2.031002394353163538e+02,8.071174832539219635e-01
2.341678688829072144e+02,8.814732871243896595e-01
1.067444521615716013e+02,5.031764001889581506e-01
1.073262157909293393e+02,5.071619784185695812e-01
1.127120897784237599e+02,3.328037586057351893e-01
2.024329912194265830e+02,8.054847871748866961e-01
1.259561535935746122e+02,2.782276371108769464e-01
1.019941652761875730e+02,4.486178461747444279e-01
1.020903812571033882e+02,4.515703240149373521e-01
1.021241302217985094e+02,4.179167955961603509e-01
2.282509844127700944e+02,8.675272593063056981e-01
2.324660431452052762e+02,8.774708387813520138e-01
1.177591445329392030e+02,5.604800708749433369e-01
1.478319460806810639e+02,6.620564688516366036e-01
1.189626701450068538e+02,3.049315180398057823e-01
2.067189132074041424e+02,8.159413159603851051e-01
1.027174657971533094e+02,4.642378204283351684e-01
1.019816829809225140e+02,4.481859413648664470e-01
2.182563699618016813e+02,8.437604925754681462e-01
1.083241475199314436e+02,5.135728199260165550e-01
1.485544817749675133e+02,2.062437897593223102e-01
1.138615562340209095e+02,3.272588831389871000e-01
1.017998992183341329e+02,4.368408234040095373e-01
1.469372729668036470e+02,2.109659213022971602e-01
1.718300303047502098e+02,7.281475346233280410e-01
1.838613995410980237e+02,1.111934580495830827e-01
1.087130875228204587e+02,5.159486260737383700e-01
1.492662722344938402e+02,2.041799358086710814e-01
2.322617676817903600e+02,8.769899483885998936e-01
1.151526636423174637e+02,5.491138828681757511e-01
1.987298060218162448e+02,7.963896187896885026e-01
2.211373360491280948e+02,8.506403248166467534e-01
1.565177508618061495e+02,6.867996726578289302e-01
1.647232395086041663e+02,1.611477419719315185e-01
1.356588820618696047e+02,6.249613489958130153e-01
1.123296331180909675e+02,5.357008026467083850e-01
2.081931606310020868e+02,8.195218092622531536e-01
1.349481147204176921e+02,2.477262078140914925e-01
1.778747731815903421e+02,1.265217969660258623e-01
1.765280961985564829e+02,7.404007632357262336e-01
1.346944716803991184e+02,6.218593884539578287e-01
1.046440972339562592e+02,4.865069602741712851e-01
1.239877278912585155e+02,2.854099557790726882e-01
2.099076199676456724e+02,8.236757099535231275e-01
1.963223689066466306e+02,7.904446868857325503e-01
1.810131501956581133e+02,1.184568854058736243e-01
1.522043852590900030e+02,6.746554757030441829e-01
1.516388078321870125e+02,1.973611441515681075e-01
2.163584517915545007e+02,8.392144643500091261e-01
1.502189813777849565e+02,6.689733850528001291e-01
1.298547230343046976e+02,2.645939097730656275e-01
1.863962831170979086e+02,7.656332781118078135e-01
1.085536738560727628e+02,5.149823913527387109e-01
1.604124459298107865e+02,6.975550846944235106e-01
1.573121817716944690e+02,1.813954320172737056e-01
1.334856075974950329e+02,2.524752569942366742e-01
1.878591258316262724e+02,7.693226144996807569e-01
1.214936711006045300e+02,5.755441684886820619e-01
1.341653485257606064e+02,6.201449649454883195e-01
1.188815434738333181e+02,3.052635997835405068e-01
1.493853445901232249e+02,6.665687203120811422e-01
1.734774244055043368e+02,7.324638214654818347e-01
1.097927943299383031e+02,3.481588899407502824e-01
1.047293743821019092e+02,3.831238614691202526e-01
1.229589048124213662e+02,5.811470470701060043e-01
1.282757433762647565e+02,6.003744316404642234e-01
1.748439643557918828e+02,7.360279145005264034e-01
